Name,Score,Keyword,Time,Purchase,Text,votes,Helpful_Votes,Experience,product_name
tulika saluja,1,One Star,14-Jan-18,Verified Purchase,dispecable quality,Helpful,29,1,Geneva Platinum Analogue Gold Dial Women's Watch -GNV01
Afreen,5,super combination,8-Dec-16,Verified Purchase,Suuatabel thi watch,One person found this helpful,145,3,Geneva Platinum Analogue Gold Dial Women's Watch -GNV01
Amazon Customer,3,Three Stars,4-Jul-17,Verified Purchase,its beautiful BUT one stone is missing...,Helpful,176,3,Geneva Platinum Analogue Gold Dial Women's Watch -GNV01
Amazon Customer,5,Five Stars,13-Feb-18,Verified Purchase,Awesome watch,Helpful,28,4,Geneva Platinum Analogue Gold Dial Women's Watch -GNV01
Amazon Customer,5,Perfect,2-Mar-17,Verified Purchase,It was in perfect condition when it was delivered and I loved it,Helpful,20,1,Geneva Platinum Analogue Gold Dial Women's Watch -GNV01
Amazon Customer,3,Three Stars,29-Jul-17,Verified Purchase,Not that bad.... But the colour was too dull.,Helpful,64,4,Geneva Platinum Analogue Gold Dial Women's Watch -GNV01
Amazon Customer,3,Three Stars,20-Feb-17,Verified Purchase,Very good watch but it's heavy in weight.,Helpful,106,2,Geneva Platinum Analogue Gold Dial Women's Watch -GNV01
nidhi,5,Five Stars,29-Jan-18,Verified Purchase,Worth,Helpful,28,4,Geneva Platinum Analogue Gold Dial Women's Watch -GNV01
Amazon Customer,1,Its woooooow....! Verrry cute watch ...,6-Jul-17,Verified Purchase,Its woooooow....! Verrry cute watch.,Helpful,3,3,Geneva Platinum Analogue Gold Dial Women's Watch -GNV01
Karan Kumar,4,Four Stars,7-Jan-18,Verified Purchase,Nice one,Helpful,25,2,Geneva Platinum Analogue Gold Dial Women's Watch -GNV01
Amazon Customer,1,large dial,25-May-17,Verified Purchase,The dial is so large than expected,Helpful,40,3,Geneva Platinum Analogue Gold Dial Women's Watch -GNV01
Amazon Customer,5,Five Stars,4-May-17,Verified Purchase,It a good watch...I like it,Helpful,71,2,Geneva Platinum Analogue Gold Dial Women's Watch -GNV01
Amazon Customer,2,Two Stars,5-Jun-17,Verified Purchase,Bakwas product,Helpful,56,2,Geneva Platinum Analogue Gold Dial Women's Watch -GNV01
Amazon Customer,5,Five Stars,23-Aug-17,Verified Purchase,On,Helpful,134,4,Geneva Platinum Analogue Gold Dial Women's Watch -GNV01
Amazon Customer,2,Two Stars,24-Jan-17,Verified Purchase,not good...scratches on dial...,Helpful,176,3,Geneva Platinum Analogue Gold Dial Women's Watch -GNV01
Amazon Customer,5,Five Stars,21-Jan-17,Verified Purchase,I'm in love with it...,Helpful,145,3,Geneva Platinum Analogue Gold Dial Women's Watch -GNV01
Amazon Customer,5,Five Stars,6-Mar-16,Verified Purchase,Excellent,One person found this helpful,190,2,Geneva Platinum Analogue Gold Dial Women's Watch -GNV01
Amazon Customer,4,Four Stars,16-May-17,Verified Purchase,GOOD,Helpful,131,1,Geneva Platinum Analogue Gold Dial Women's Watch -GNV01
Amazon Customer,5,Five Stars,21-Feb-17,Verified Purchase,I loved it....😊,Helpful,127,2,Geneva Platinum Analogue Gold Dial Women's Watch -GNV01
khushal,5,Five Stars,2-Feb-16,Verified Purchase,Good stuff,Helpful,148,4,Geneva Platinum Analogue Gold Dial Women's Watch -GNV01
Amazon Customer,4,Four Stars,16-Oct-16,Verified Purchase,Good,Helpful,120,3,Geneva Platinum Analogue Gold Dial Women's Watch -GNV01
Girish K,5,Five Stars,29-Aug-16,Verified Purchase,,,16,4,Geneva Platinum Analogue Gold Dial Women's Watch -GNV01
Amazon Customer,5,Five Stars,5-Nov-16,Verified Purchase,Very nice,Helpful,47,2,Geneva Platinum Analogue Gold Dial Women's Watch -GNV01
Amazon Customer,5,Five Stars,10-Jun-16,Verified Purchase,Awsme 😍,Helpful,14,4,Geneva Platinum Analogue Gold Dial Women's Watch -GNV01
Amazon Customer,4,Four Stars,6-Jul-16,Verified Purchase,Nice,Helpful,77,2,Geneva Platinum Analogue Gold Dial Women's Watch -GNV01
Amazon Customer,1,One Star,4-Feb-16,Verified Purchase,Not good,Helpful,110,1,Geneva Platinum Analogue Gold Dial Women's Watch -GNV01
S M,4,Would have been great if band was adjustable,8-Apr-16,Verified Purchase,Value for money. Little bigger than my wrist though. Would have been great if band was adjustable. Loved the product. Very beautiful.,One person found this helpful,187,2,Geneva Platinum Analogue Gold Dial Women's Watch -GNV01
Debo,1,One Star,31-Aug-16,Verified Purchase,Ordered for ladies watch but received gents watch too big,5 people found this helpful,53,4,Geneva Platinum Analogue Gold Dial Women's Watch -GNV01
Reeti T.,5,Beautiful watch......,23-Jan-16,Verified Purchase,Such a beautiful and elegant watch. It is as good as it looks in the picture. The gold color is very nice.,One person found this helpful,125,4,Geneva Platinum Analogue Gold Dial Women's Watch -GNV01
Rahul Chavhan,5,Just Buy And Listen Comments From Others... ...,5-Feb-16,Verified Purchase,Just Buy And Listen Comments From Others....,2 people found this helpful,114,2,Geneva Platinum Analogue Gold Dial Women's Watch -GNV01
Farooq,2,good,29-Jan-16,Verified Purchase,Good product but polish is very dull,Helpful,173,3,Geneva Platinum Analogue Gold Dial Women's Watch -GNV01
Arpita,5,Otherwise product is very nice and looking decent,15-Nov-16,Verified Purchase,size is too large for me.So i have to adjust it according to my size.Otherwise product is very nice and looking decent.,Helpful,138,2,Geneva Platinum Analogue Gold Dial Women's Watch -GNV01
Sarita Pundir,4,Four Stars,4-Dec-16,Verified Purchase,Nice one,One person found this helpful,34,4,Geneva Platinum Analogue Gold Dial Women's Watch -GNV01
Amazon Customer,1,One Star,6-Feb-16,Verified Purchase,it doesnt fit for women but mentioned as womens watch ... quit diff from the image in reall,One person found this helpful,18,4,Geneva Platinum Analogue Gold Dial Women's Watch -GNV01
Akshatha,3,Big size,15-Jun-15,Verified Purchase,Too big dial size,One person found this helpful,35,2,Geneva Platinum Analogue Gold Dial Women's Watch -GNV01
Amazon Customer,1,One Star,12-Aug-16,Verified Purchase,quality is low,Helpful,89,3,Geneva Platinum Analogue Gold Dial Women's Watch -GNV01
Amazon Customer,4,Four Stars,11-Apr-17,Verified Purchase,It was really good and heavy in material.. lookwise and quality is superb.. 👍,One person found this helpful,46,3,Geneva Platinum Analogue Gold Dial Women's Watch -GNV01
Amazon Customer,4,Four Stars,2-Aug-16,Verified Purchase,Good product😊,Helpful,30,4,Geneva Platinum Analogue Gold Dial Women's Watch -GNV01
Yogesh Pohia,5,Five Stars,12-Oct-16,Verified Purchase,Good to go.,Helpful,115,1,Geneva Platinum Analogue Gold Dial Women's Watch -GNV01
Amazon Customer,3,Three Stars,14-Mar-17,Verified Purchase,Image is good than real,Helpful,188,3,Geneva Platinum Analogue Gold Dial Women's Watch -GNV01
Amazon Customer,4,Four Stars,10-Aug-16,Verified Purchase,Beautiful watch design as picture but size is big.,Helpful,12,3,Geneva Platinum Analogue Gold Dial Women's Watch -GNV01
Amazon Customer,5,Five Stars,29-Sep-16,Verified Purchase,watch is very good ...looking very pretty,Helpful,142,2,Geneva Platinum Analogue Gold Dial Women's Watch -GNV01
jennifer thomas,1,Local quality,24-May-17,Verified Purchase,Very big dial. Too golden color.. Not a nice one,Helpful,6,2,Geneva Platinum Analogue Gold Dial Women's Watch -GNV01
Amazon Customer,5,Five Stars,15-Mar-17,Verified Purchase,Beautiful watch,One person found this helpful,155,3,Geneva Platinum Analogue Gold Dial Women's Watch -GNV01
Amazon Customer,5,good,9-Aug-16,Verified Purchase,fine,Helpful,11,2,Geneva Platinum Analogue Gold Dial Women's Watch -GNV01
Amazon Customer,4,Four Stars,6-Jan-17,Verified Purchase,Good one,Helpful,190,4,Geneva Platinum Analogue Gold Dial Women's Watch -GNV01
Amazon Customer,3,Cencle return requst,29-Jan-17,Verified Purchase,I want cencle this return requst,Helpful,184,3,Geneva Platinum Analogue Gold Dial Women's Watch -GNV01
Amazon Customer,5,i like it..,20-Jan-17,Verified Purchase,Loved . great,Helpful,125,2,Geneva Platinum Analogue Gold Dial Women's Watch -GNV01
Amazon Customer,5,Five Stars,16-Jan-17,Verified Purchase,Not review,Helpful,65,3,Geneva Platinum Analogue Gold Dial Women's Watch -GNV01
Amazon Customer,1,One Star,28-Jan-17,Verified Purchase,Return,Helpful,80,2,Geneva Platinum Analogue Gold Dial Women's Watch -GNV01
Amazon Customer,1,Wrong product received,12-Jan-18,,I ordered the watch shown in picture but received wrong item. In this pic in the dial written Geneve but which i received written with Addic. Uploading the pic.,,105,3,Geneva Platinum Analogue Gold Dial Women's Watch -GNV01
Amazon Customer,5,Five Stars,7-Nov-16,Verified Purchase,It looks nice. Dial is bigger. U can wear it occasionally.,One person found this helpful,10,3,Geneva Platinum Analogue Gold Dial Women's Watch -GNV01
Caroline Touthang,4,Four Stars,14-Mar-16,Verified Purchase,This too is one of the best watch at this price range!,Helpful,121,4,Geneva Platinum Analogue Gold Dial Women's Watch -GNV01
Amazon Customer,5,Five Stars,28-Dec-16,Verified Purchase,It's very large,Helpful,8,2,Geneva Platinum Analogue Gold Dial Women's Watch -GNV01
Mitchie,1,Review,23-Sep-19,,I bought a rose gold one..its colour started fading after wearing it for a week..not worthy at all!!Don't buy it..it would be a loss,Helpful,195,4,Geneva Platinum Analogue Gold Dial Women's Watch -GNV01
Gd Sharma,3,Good looking,2-Aug-19,,Very good looking and low price,Helpful,42,4,Geneva Platinum Analogue Gold Dial Women's Watch -GNV01
Ramya,1,Horrible product. Just the look of the watch is ...,3-Jul-16,,Horrible product. Just the look of the watch is good. It doesn't work at all. Absolute waste of money,2 people found this helpful,157,3,Geneva Platinum Analogue Gold Dial Women's Watch -GNV01
Harpreet grewal,1,One Star,28-Jul-18,,Too heavy,Helpful,117,3,Geneva Platinum Analogue Gold Dial Women's Watch -GNV01
Mansirat kaur,5,... watch fully impressed by the quality of the watch love,6-Nov-17,,nic watch fully impressed by the quality of the watch love it,Helpful,117,4,Geneva Platinum Analogue Gold Dial Women's Watch -GNV01
Amazon Customer,1,One Star,7-Mar-17,,Not 2 good as required there is some prblm in lock size is big not 4 girls,Helpful,164,4,Geneva Platinum Analogue Gold Dial Women's Watch -GNV01
Amazon Customer,1,One Star,20-Aug-17,,It's very large,Helpful,48,1,Geneva Platinum Analogue Gold Dial Women's Watch -GNV01
Moromi d.,5,Five Stars,20-Jan-17,,Vry stylish.. Bt if possible plz make d width small..,Helpful,23,4,Geneva Platinum Analogue Gold Dial Women's Watch -GNV01
seemamohta,4,Four Stars,15-Jun-15,,big size but good watch!,2 people found this helpful,121,4,Geneva Platinum Analogue Gold Dial Women's Watch -GNV01
Oshin,1,One Star,29-Nov-16,,I ordered gold dial women's watch and received rose gold gent's watch. It's too big.....,Helpful,89,1,Geneva Platinum Analogue Gold Dial Women's Watch -GNV01
Nitya Mani Shakya,3,Ok,5-Jul-19,Verified Purchase,Ok,Helpful,79,1,Geneva Platinum Analogue Gold Dial Women's Watch -GNV01
Smita Choudhary,4,Geneva watch like good product,11-Nov-19,Verified Purchase,Nice watch,Helpful,13,1,Geneva Platinum Analogue Gold Dial Women's Watch -GNV01
Customer from bengaluru,4,Good,9-Nov-19,Verified Purchase,Good,Helpful,11,1,Geneva Platinum Analogue Gold Dial Women's Watch -GNV01
Shikha rai,4,Nice,11-Nov-19,Verified Purchase,Nice watch same as seen in picture value for money,,137,4,Geneva Platinum Analogue Gold Dial Women's Watch -GNV01
Sandip Devgune,4,Good product,12-Nov-19,Verified Purchase,Design is very nice,Helpful,139,2,Geneva Platinum Analogue Gold Dial Women's Watch -GNV01
Kirti,5,Nice,19-Oct-19,Verified Purchase,Gud looking,Helpful,8,3,Geneva Platinum Analogue Gold Dial Women's Watch -GNV01
Rahul Singh,5,Nice,8-Nov-19,Verified Purchase,Nice,Helpful,152,3,Geneva Platinum Analogue Gold Dial Women's Watch -GNV01
Ng Philip,4,Done,13-Nov-19,Verified Purchase,Smaller than expected,Helpful,156,3,Geneva Platinum Analogue Gold Dial Women's Watch -GNV01
Smita Sil,5,Worth it,18-Jun-19,Verified Purchase,Very nice watch with reasonable price,,115,2,IIk Collection Watches Stainless Steel Chain Day and Date Analogue Silver Dial Women's Watch
Amazon Customer,1,Avarage product. Not worthy.,2-Jul-19,Verified Purchase,Watch is looking good in photos.But not really.I got a damage product.Minute hand and seconds hands both are touching together.Week days display is not working.Chain edges are very sharp.Chance to cut skin.,4 people found this helpful,204,1,IIk Collection Watches Stainless Steel Chain Day and Date Analogue Silver Dial Women's Watch
bhawna,5,Good,15-Apr-19,Verified Purchase,Good. Very subtle looks decent,6 people found this helpful,309,1,IIk Collection Watches Stainless Steel Chain Day and Date Analogue Silver Dial Women's Watch
imran s.,5,Styles and good looking for my hands thanks amazon 👍,14-Oct-19,Verified Purchase,Very good watch styles and good looking for my hands. Value for money me.,,25,3,IIk Collection Watches Stainless Steel Chain Day and Date Analogue Silver Dial Women's Watch
JAYALEKHA NAIR,4,Awesome!,14-Oct-19,Verified Purchase,It is the ultimate watch in such a low cost.🙂I recd. it yesterday and wanted to be sure about its functioning b4 writing the review .... date &day are functioning as the watch too looks very pretty only thing is that it is not having radium nos which I thought it is there ... otherwise everything is fantastic. It stole my heart....😍🤩,Helpful,29,4,IIk Collection Watches Stainless Steel Chain Day and Date Analogue Silver Dial Women's Watch
Altamash Raeen,1,Worst Experience...!,11-Aug-19,Verified Purchase,I tried many times but the cell is not working...the fitting is really Bad... Quality is not that much satisfactory.Overall.. waste.,,46,1,IIk Collection Watches Stainless Steel Chain Day and Date Analogue Silver Dial Women's Watch
YOGESH SHAH,1,Wristwatch not functioning,18-Jun-19,Verified Purchase,Earlier got other model instead of given order. That return back & got order item todayBut wrist watch is not functioning,2 people found this helpful,355,1,IIk Collection Watches Stainless Steel Chain Day and Date Analogue Silver Dial Women's Watch
Angel,1,Damaged one,15-Aug-19,Verified Purchase,The watch looks good but i got the damaged one. Sometimes it stops working and i thought that it may be due to some battery issues. It is just one month and now the watch doesnot work at all. The machine of the watch is the damaged one and now the watch cannot even be replaced though i have the warranty card. I think it was a bad decision to buy this watch.,One person found this helpful,427,4,IIk Collection Watches Stainless Steel Chain Day and Date Analogue Silver Dial Women's Watch
Subir Sen,3,Bad experience,31-Aug-19,Verified Purchase,Not as expected. With in 1 month battery finished.,Helpful,424,3,IIk Collection Watches Stainless Steel Chain Day and Date Analogue Silver Dial Women's Watch
Amazon Customer,5,Worth it,2-Nov-19,Verified Purchase,Nice watch,Helpful,414,1,IIk Collection Watches Stainless Steel Chain Day and Date Analogue Silver Dial Women's Watch
Athulya Manoj,4,Good one,21-Oct-19,Verified Purchase,Nice for this cheap rate. Good for daily use. But I felt the lock function is not so comfortable,,272,2,IIk Collection Watches Stainless Steel Chain Day and Date Analogue Silver Dial Women's Watch
Salangjmt,5,Branded jaisa,17-Aug-19,Verified Purchase,Awesome,Helpful,258,2,IIk Collection Watches Stainless Steel Chain Day and Date Analogue Silver Dial Women's Watch
Divya,3,C,31-Oct-19,Verified Purchase,Styles super look but water resistance not working,Helpful,184,4,IIk Collection Watches Stainless Steel Chain Day and Date Analogue Silver Dial Women's Watch
♡§WØŔĐ§♡,1,Worst quality,9-Sep-19,Verified Purchase,Bakwas,Helpful,354,1,IIk Collection Watches Stainless Steel Chain Day and Date Analogue Silver Dial Women's Watch
WielderTridentimen,4,Good product at this price range!!!!,18-Jun-19,Verified Purchase,Its good at this price range .. slightly fragile however....must handle with care,Helpful,273,6,IIk Collection Watches Stainless Steel Chain Day and Date Analogue Silver Dial Women's Watch
praveen,4,Good,29-Jun-19,Verified Purchase,Good,Helpful,52,3,IIk Collection Watches Stainless Steel Chain Day and Date Analogue Silver Dial Women's Watch
Suresh Kumar Manche,4,Watch with Quality,23-Sep-19,Verified Purchase,Good product..Value for Money,Helpful,432,6,IIk Collection Watches Stainless Steel Chain Day and Date Analogue Silver Dial Women's Watch
