Name,Score,Keyword,Time,Purchase,Text,votes,Helpful_Votes,product_name,Experience
Sudipta Saha,5,Impressive Camera,2015-05-07,Y,I am finally learning to use many of the options on this camera.  It is truly wonderful for taking snapshots out tour bus windows.  It also takes lovely videos and still photos.  I have also used the portrait setting with good results.  I am really impressed with its versatility.  I also appreciate the 50x optical zoom for wildlife photos.,3,3,Canon SX50,3
Rakinder singh,5,Absolutely love this camera,2015-05-06,Y,"I also own the Canon G-12, which I have been very pleased with, because it takes stunning pictures for a point and shoot camera.  However, I wanted a better zoom in a point and shoot, so that I could get closer to subjects such as birds.  This camera does that beautifully.  What a thrill to be able to zoom in and focus on a bird's eye!  The camera is light, compact, and simple to use.  All I want to do is to just take pictures quickly when I see something I want to capture, without a lot of fussing with lenses and settings, etc.  Perfect camera for me.",10,10,Canon SX50,4
Alina,5,Great versatile camera,2015-05-06,Y,"Wonderful, easy to use camera.  My friend had this exact model and I liked it so much, I decided to try and find it and sure enuf, I found it on Amazon.  Really versatile camera, lots of information on the CD enclosed with the camera.",3,3,Canon SX50,1
KAMAL SINGH RAWAL,5,Excellent Camera,2015-05-05,Y,"I use this camera all the time. The 50X zoom is wonderful for capturing details of distant scenes. It produces beautiful pictures in automatic mode and can be used in several creative modes as well as full manual. Not a DSLR camera, but a very good step up from a standard point and shoot.",4,4,Canon SX50,3
Amazon Customer,4,Great camera!,2015-05-03,N,"I purchased this camera brand new on a different website, but I wanted to provide a review here. I had a hard time deciding what camera to buy. I was looking for a camera that could take good pictures of objects moving fairly quickly at a distance. I think this is a great camera. If you are looking for really professional photos, it may not be for you, but the pictures are still really great for a point-and-shoot. I take pictures of my husband riding his CR125 at the motocross track, and most of the pictures are clear and defined even though he is moving fast. The zoom is amazing. The camera is not too heavy to hold up for long periods of time, at least not for me. I would recommend this camera to anyone because I am very happy with it. It also has great battery life for what I need!",10,10,Canon SX50,2
Amazon Customer,5,Great for travel,2015-05-01,Y,"I spent quite a while researching cameras before landing on this one.  After practicing with this camera, I have people with much more expensive cameras asking me what I purchased based upon the quality of pictures it produces.  It can be point and shoot or you can play with much more advanced settings.  More importantly, although bigger than a &#34;pocket&#34; camera, this camera has one (very flexible) lens that makes it much lighter and more compact than many costlier camera systems.  If you want a camera that allows you to take great pictures but is still small enough to actually carry with you on family trips and vacations, this is a great choice!",5,5,Canon SX50,3
Amazon Customer,4,Great value for the money.,2015-05-01,Y,"I'm happy I bought this camera and like many of it's features, notably the 50x optical zoom.  It takes great action shots, it will bring in those wildlife shots that were impossible before IF you have sufficient light.  Image stabilization is quite good and I'm very happy with the videos it takes.  The strap and lens cap are both a hassle, but if you have the time you can store the cap on the strap and it's acceptable.",4,4,Canon SX50,1
neville,5,Five Stars,2015-04-27,Y,Beautifull camera I haven't use it yet.,7,0,Canon SX50,1
Kumari sudha,5,Very nice!,2015-04-27,Y,"A really nice camera that is pretty easy to learn, and has an amazing zoom capability.",0,0,Canon SX50,4
Amazon Customer,5,Time will tell!,2015-04-26,Y,I haven't used the camera seriously yet. Similar to my SX40 so do not forsee any problems.,5,0,Canon SX50,4
Sinia Bawa,5,Five Stars,2015-04-26,Y,Great camera produces quality photos and movies.,0,0,Canon SX50,4
Saurav prashar,4,Four Stars,2015-04-25,Y,"Great zoom, but low image quality.",0,0,Canon SX50,3
juhi,4,Four Stars,2015-04-24,Y,Excellent versatile camera.,0,0,Canon SX50,4
yash ali,4,Four Stars,2015-04-21,Y,good pictures near and far.love the super zoom,0,0,Canon SX50,2
Amazon Customer,5,Perfect camera for everybody.,2015-04-20,Y,"I had  ten cameras before this one, but any of those had the features this one has. It is perfect for intermediate or maybe advanced photographers. The quality of the pictures is 100% perfect. Indoor and outdoor. Months ago a friend of mine an his wife hired a professional photographer to take pictures of them in the beach. When I knew about that I asked him to do the same with my camera, I mean take the pictures later than the other guy. He Agreed and at the end the pictures from the other guy and mine do not have any difference in quality. Both are perfect.",4,4,Canon SX50,4
Anis Sayyed,5,Five Stars,2015-04-19,Y,ABSOLUTELY LOVE THIS CAMERA!,0,0,Canon SX50,4
Sharad Dwivedi,3,great pictures during the,2015-04-10,Y,"Has a delay when taking pictures with the flash and moments are missed, great pictures during the day",0,0,Canon SX50,2
Affu,5,Five Stars,2015-04-09,Y,WOW - A great lens on a great camera.  A combination that's hard to beat.,0,0,Canon SX50,1
Srinidhi Thilak,5,Five Stars,2015-04-08,Y,I love this camera!!,0,0,Canon SX50,4
Amazon Customer,5,Excellent quality at a decent price,2015-04-07,Y,"This camera is sturdy and reliable.  It is also light weight and well shaped, making it easy to hold for long periods.",0,0,Canon SX50,4
Mohammed Khadeeruddin,5,Great camera,2015-04-06,Y,Great photos.  I have 2.  One is a back up when I go to remote locations. Holds up well even in hot and very dusty environments.,1,1,Canon SX50,1
Sukhvir kaur,4,No cord to down load pictures.,2015-04-04,Y,"Nice camera that will meet my needs, but there was no cord to download my pictures. Now I will have to purchase one.",1,1,Canon SX50,4
raghuram yadav nunna,5,Great camera,2015-04-03,Y,"Exceeded my expectations.  This is a GREAT camera.  Took a photo of the new (thin crescent) moon with telephoto, and can see the craters.  Looks like it was taken with a telescope.",1,1,Canon SX50,2
Amazon Customer,5,Zoooooom!,2015-04-03,Y,"I've just started using this camera, strictly on Auto for now.  I am loving it!  Now if I learn how to use it properly it will only get better.  I use it while I'm bird watching (not a birder yet) and it's helped me to ID birds when I'm unsure.  It's not too cumbersome (I'm used to a compact PowerShot SX260)  This camera is filled with potential, but just out of the box does a nice job.  It's a nice bump up from a pocket camera.  Does it have the quality of a 'real' DSLR?  Nope.  But it doesn't have the price tag either!  It suits my needs for sure.  The zoom showed the craters in the moon!  Yep, this camera has to the moon potential, and is for the birds.....",5,5,Canon SX50,3
Mohammad Iqwal,5,Great camera!,2015-04-02,Y,Love It! I waited 15 months for the correct price.  Glad the SX60 came out! But the SX50 is fine for me. I used my friend's last year and fell in love!,1,1,Canon SX50,1
Manmeet,5,5 Star,2015-03-30,Y,Excellent camera! Very impressive. Delivered as advertised. Recommended.,0,0,Canon SX50,2
lainacn,4,Four Stars,2015-03-29,Y,Great camera for the price.  Bought this for super slow motion capture and it does this great.,0,0,Canon SX50,3
premmalar,5,Such a good buy!,2015-03-26,Y,"I have had an amazing experience with this camera so far. If you are looking to be able to take some high quality pictures and feel like a professional photographer without jumping into the high end DSLR pond, I highly recommend this camera. I've been able to capture some great memories and I can't wait for my friend's wedding in a few months!",2,2,Canon SX50,3
